DNK Denmark F L7 2012 249
DNK Denmark M L7 2012 759
DNK Denmark T L7 2012 1008
DNK Denmark F L7 2013 260
DNK Denmark M L7 2013 853
DNK Denmark T L7 2013 1113
DNK Denmark F L7 2014 318
DNK Denmark M L7 2014 790
DNK Denmark T L7 2014 1108
DNK Denmark F L7 2015 426
DNK Denmark M L7 2015 918
DNK Denmark T L7 2015 1344
DNK Denmark F L7 2016 550
DNK Denmark M L7 2016 1227
DNK Denmark T L7 2016 1777
DNK Denmark F L7 2017 640
DNK Denmark M L7 2017 1121
DNK Denmark T L7 2017 1761
DNK Denmark F L8 2010 0
DNK Denmark M L8 2010 0
DNK Denmark T L8 2010 0
DNK Denmark F L8 2011 0
DNK Denmark M L8 2011 0
DNK Denmark T L8 2011 0
DNK Denmark F L8 2012 0
DNK Denmark M L8 2012 0
DNK Denmark T L8 2012 0
DNK Denmark F L8 2013 0
DNK Denmark M L8 2013 0
DNK Denmark T L8 2013 0
DNK Denmark F L8 2014 0
DNK Denmark M L8 2014 0
DNK Denmark T L8 2014 0
DNK Denmark F L8 2015 0
DNK Denmark M L8 2015 0
DNK Denmark T L8 2015 0
DNK Denmark F L8 2016 0
DNK Denmark M L8 2016 0
DNK Denmark T L8 2016 0
DNK Denmark F L8 2017 0
DNK Denmark M L8 2017 0
DNK Denmark T L8 2017 0
ESP Spain F L6 2010 884
ESP Spain M L6 2010 4017
ESP Spain T L6 2010 4901
ESP Spain F L6 2013 843
ESP Spain M L6 2013 4140
ESP Spain T L6 2013 4983
ESP Spain F L6 2014 829
ESP Spain M L6 2014 4206
ESP Spain T L6 2014 5035
ESP Spain F L6 2015 807
ESP Spain M L6 2015 4297
ESP Spain T L6 2015 5104
ESP Spain F L6 2016 704
ESP Spain M L6 2016 3757
ESP Spain T L6 2016 4461
ESP Spain F L6 2017 626
ESP Spain M L6 2017 3773
ESP Spain T L6 2017 4399
ESP Spain F L7 2010 710
ESP Spain M L7 2010 3248
ESP Spain T L7 2010 3958
ESP Spain F L7 2013 589
ESP Spain M L7 2013 2756
ESP Spain T L7 2013 3345
ESP Spain F L7 2014 518
ESP Spain M L7 2014 2514
ESP Spain T L7 2014 3032
ESP Spain F L7 2015 432
ESP Spain M L7 2015 2126
ESP Spain T L7 2015 2558
ESP Spain F L7 2016 412
ESP Spain M L7 2016 1808
ESP Spain T L7 2016 2220
ESP Spain F L7 2017 448
ESP Spain M L7 2017 2071
ESP Spain T L7 2017 2519
ESP Spain F L8 2010 237
ESP Spain M L8 2010 237
ESP Spain T L8 2010 474
ESP Spain F L8 2011 128
ESP Spain M L8 2011 379
ESP Spain T L8 2011 507
ESP Spain F L8 2012 92
ESP Spain M L8 2012 330
ESP Spain T L8 2012 422
ESP Spain F L8 2013 111
ESP Spain M L8 2013 328
ESP Spain T L8 2013 439
